"Place","Place.Type","Year","Geoid","Max.Month","Measure.Desc.Short","Measure.Type","measure_axis_label","no_definition","Notes","Quantile","rate_label","Strategy","wip_definition","yes_definition","n_missing","Number.of.Records","Rate.Denom","rate_mult","Value.Rate","Illicit opioid overdose deaths","Acute Hepatitis C infections","Deaths (AI/AN)","Deaths (Asian)","Deaths (Black)","Deaths (Hispanic)","Deaths (White nH)","Incarcerated individuals","Drug overdose deaths","Unemployed individuals","Community naloxone reversals","Law Enforcement naloxone reversals","People served by treatment programs","Calls for housing-related services","Children in foster care due to parental substance use","Drug overdose ED visits","Patients receiving buprenorphine","Patients receiving opioid pills","Newborns affected by SU with POSC referral","Community Response Program","Fair Chance Hiring","Housing First","Involvement of People with Lived Experience","Low/No-Cost Sterile Syringe Access","MAT in Jails","MAT Providers","Naloxone Access","Partnerships with CBOs Serving HMPs","Peer Support Specialists","Point Person","Pre-Arrest Diversion","Prescription Dropboxes","START Program","Test Strip Distribution","Uses DHHS Resources"
"Cherokee","Counties",2022,37039,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Lowest","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chowan","Counties",2022,37041,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Lowest","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","Counties",2022,37043,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Lowest","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cleveland","Counties",2022,37045,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Lowest","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbus","Counties",2022,37047,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Craven","Counties",2022,37049,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",1,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Currituck","Counties",2022,37053,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dare","Counties",2022,37055,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davidson","Counties",2022,37057,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duplin","Counties",2022,37061,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin","Counties",2022,37069,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",1,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gaston","Counties",2022,37071,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gates","Counties",2022,37073,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graham","Counties",2022,37075,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greene","Counties",2022,37079,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guilford","Counties",2022,37081,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","Melissa Floyd-Pickard
https://gcstop.uncg.edu/
mftaylo2@uncg.edu","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Halifax","Counties",2022,37083,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harnett","Counties",2022,37085,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haywood","Counties",2022,37087,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henderson","Counties",2022,37089,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hertford","Counties",2022,37091,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoke","Counties",2022,37093,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyde","Counties",2022,37095,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iredell","Counties",2022,37097,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Low","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson","Counties",2022,37099,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnston","Counties",2022,37101,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones","Counties",2022,37103,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lenoir","Counties",2022,37107,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lincoln","Counties",2022,37109,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macon","Counties",2022,37113,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",1,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madison","Counties",2022,37115,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martin","Counties",2022,37117,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McDowell","Counties",2022,37111,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",1,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mecklenburg","Counties",2022,37119,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell","Counties",2022,37121,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery","Counties",2022,37123,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northampton","Counties",2022,37131,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onslow","Counties",2022,37133,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pamlico","Counties",2022,37137,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",1,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pasquotank","Counties",2022,37139,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pender","Counties",2022,37141,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perquimans","Counties",2022,37143,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Person","Counties",2022,37145,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",1,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitt","Counties",2022,37147,12,"MAT in the County Jail or Detention Center","action",NA,"No MAT options are offered or MAT is only offered to pregnant women.","(none)","Middle","%","6) Justice-Involved Populations","At least one of the following is offered to the entire incarcerated population in the county's jail: buprenorphine, methadone, or naltrexone.","Multiple options for MAT are offered, for the entire incarcerated population in the county's jail (not just pregnant women), including buprenorphine, methadone, and naltrexone.",0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
